"subject_id"	"subject_snippet"	"property"	"object_id"	"object_label"	"object_snippet"	"snippet"
"http://www.wikidata.org/entity/Q1336786"	"Rameaus Neffe"	"http://data.mimotext.uni-trier.de/entity/P39"	"http://data.mimotext.uni-trier.de/entity/Q3921"	"moral"	"Verkommenheit und Sittenlosigkeit"	"In Rameaus Neffe geisselt er ja die Verkommenheit und Sittenlosigkeit seiner Zeit."
