subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
http://www.wikidata.org/entity/Q1765222	Supplément au voyage de Bougainville	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3902	criticism	kulturkritische	Das Supplément au voyage de Bougainville ist der kulturkritische Dialog zwischen den Figuren A und B, die sich über den Reisebericht Voyage autour du monde (1771) von Louis-Antoine de Bougainville unterhalten.
