"subject_id"	"subject_snippet"	"property"	"object_id"	"object_label"	"object_snippet"	"snippet"
"http://data.mimotext.uni-trier.de/entity/Q2592"	"Juliette ou Les prospérités du vice"	"http://data.mimotext.uni-trier.de/entity/P38"	"http://data.mimotext.uni-trier.de/entity/Q3906"	"satire"	"parodistisch"	"Histoire de Juliette ou Les prospérités du vice (1796) bezieht sich deutlich parodistisch auf Voltaires Candide und Rousseaus Julie."
