subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
http://data.mimotext.uni-trier.de/entity/Q1086	Philosophie dans le boudoir	http://data.mimotext.uni-trier.de/entity/P38	http://data.mimotext.uni-trier.de/entity/Q3908	eloquent tone	Dialogform	Stirbt in Aline et Valcour die Empfindsamkeit mit denjenigen Personen, die sie verkörpern, so greift Sade in der Philosophie dans le boudoir die empfindsam-aufklärerischen Werte auf einer abstrakten Ebene an. Thema des in Dialogform verfaßten Buches ist die Initiierung der 15 jährigen Eugénie de Mistival in die Geheimnisse libertinistischer Sexualpraktiken, die erklärt und zur besseren Illustrierung auch gleich ausgeführt werden.
http://data.mimotext.uni-trier.de/entity/Q1086	Philosophie dans le boudoir	http://data.mimotext.uni-trier.de/entity/P38	http://data.mimotext.uni-trier.de/entity/Q3921	moral	libertinistischer	Stirbt in Aline et Valcour die Empfindsamkeit mit denjenigen Personen, die sie verkörpern, so greift Sade in der Philosophie dans le boudoir die empfindsam-aufklärerischen Werte auf einer abstrakten Ebene an. Thema des in Dialogform verfaßten Buches ist die Initiierung der 15 jährigen Eugénie de Mistival in die Geheimnisse libertinistischer Sexualpraktiken, die erklärt und zur besseren Illustrierung auch gleich ausgeführt werden.
