"subject_id"	"subject_snippet"	"property"	"object_id"	"object_label"	"object_snippet"	"snippet"
	"Le neveu de Rameau"	"http://data.mimotext.uni-trier.de/entity/P38"	"http://data.mimotext.uni-trier.de/entity/Q3908"	"eloquent tone"	"dialogische"	"In diesen Kontext gehören vor allem dialogische Erzähltexte des ethischen Pluralisten Diderot, insbesondere Le neveu de Rameau, aber auch die in Jacques le fataliste eingebetteten, ethisch oft in einen unauflösbaren Widerspruch mündenden Erzählungen, die ›contes moraux‹ und ihr Pendant, die ›contes immoraux‹, und vor allem das Werk des Marquis de Sade, eine gewaltige und gewalttätige Verkehrung aufklärerischer Moral, die die literarischen Neuerungen der Aufklärung subversiv instrumentalisiert."
