"subject_id"	"subject_snippet"	"property"	"object_id"	"object_label"	"object_snippet"	"snippet"
	"Les Rêveries du promeneur solitaire"	"http://data.mimotext.uni-trier.de/entity/P38"	"http://data.mimotext.uni-trier.de/entity/Q3913"	"sentimental tone"	"sinnliche und besinnliche Reize"	"In seinem letzten, Fragment gebliebenen Text von 1776, Les Rêveries du promeneur solitaire, und dort in der berühmten 5. “Rêverie”, wird Rousseau einer solchen Landschaft, die den “contemplatifs solitaires” sinnliche und besinnliche Reize gewährt, das epochemachende Attribut “romantique” verleihen (R, 1040; vgl. dazu Eigeldinger 1978, 86-93)	."
